province,cultivated_areas,harvested_area,product,rain,fertilizer_price,oil_price,plant_price,year,type
นราธิวาส,53887,53314,20819,1987.2,17120.31,28.92,7.82,2558,ข้าว
เชียงราย,1201535,1170628,668575,1875.8,16517.81,26.42,7.37,2559,ข้าว
พะเยา,622640,590064,275846,1071.4,16517.81,26.42,7.37,2559,ข้าว
ลำปาง,421891,418460,217980,1096.2,16517.81,26.42,7.37,2559,ข้าว
ลำพูน,116962,115305,70955,1313.4,16517.81,26.42,7.37,2559,ข้าว
เชียงใหม่,440005,435248,269825,1179.3,16517.81,26.42,7.37,2559,ข้าว
แม่ฮ่องสอน,160641,158960,66512,1119.8,16517.81,26.42,7.37,2559,ข้าว
ตาก,219940,216387,90979,1150.5,16517.81,26.42,7.37,2559,ข้าว
กําแพงเพชร,1181020,1175146,705914,1168.9,16517.81,26.42,7.37,2559,ข้าว
สุโขทัย,960884,952449,534346,1272,16517.81,26.42,7.37,2559,ข้าว
แพร่,283631,282323,157287,1342.6,16517.81,26.42,7.37,2559,ข้าว
น่าน,221601,221484,114372,1412.7,16517.81,26.42,7.37,2559,ข้าว
อุตรดิตถ์,544985,536950,322086,1355.8,16517.81,26.42,7.37,2559,ข้าว
พิษณุโลก,1304183,1254339,747444,1380.9,16517.81,26.42,7.37,2559,ข้าว
พิจิตร,1560079,1528246,919785,1170,16517.81,26.42,7.37,2559,ข้าว
นครสวรรค์,2244179,1943545,1104562,1538.8,16517.81,26.42,7.37,2559,ข้าว
อุทัยธานี,475918,454155,288128,0,16517.81,26.42,7.37,2559,ข้าว
เพชรบูรณ์,1066788,1054113,582938,1039.2,16517.81,26.42,7.37,2559,ข้าว
เลย,371883,368520,143547,1406.9,16517.81,26.42,7.37,2559,ข้าว
หนองบัวลำภู,698288,643468,217221,1541.8,16517.81,26.42,7.37,2559,ข้าว
อุดรธานี,1740138,1686993,639221,1477,16517.81,26.42,7.37,2559,ข้าว
หนองคาย,519570,509567,187337,1955,16517.81,26.42,7.37,2559,ข้าว
บึงกาฬ,489124,483011,151434,0,16517.81,26.42,7.37,2559,ข้าว
สกลนคร,2092935,2054261,735173,1349.3,16517.81,26.42,7.37,2559,ข้าว
นครพนม,1334512,1311896,483695,1349.3,16517.81,26.42,7.37,2559,ข้าว
มุกดาหาร,489893,477101,183451,1307.7,16517.81,26.42,7.37,2559,ข้าว
ยโสธร,1297553,1238014,442148,0,16517.81,26.42,7.37,2559,ข้าว
อํานาจเจริญ,938876,913858,313858,0,16517.81,26.42,7.37,2559,ข้าว
อุบลราชธานี,3862476,3779984,1264065,1905.8,16517.81,26.42,7.37,2559,ข้าว
ศรีสะเกษ,2976620,2906182,1056294,1310.6,16517.81,26.42,7.37,2559,ข้าว
สุรินทร์,3070854,2973883,1137952,1406.2,16517.81,26.42,7.37,2559,ข้าว
บุรีรัมย์,2733058,2651795,1016607,1370.7,16517.81,26.42,7.37,2559,ข้าว
มหาสารคาม,2070655,1964714,721897,1728.9,16517.81,26.42,7.37,2559,ข้าว
ร้อยเอ็ด,3060688,2919435,1115943,1440.8,16517.81,26.42,7.37,2559,ข้าว
กาฬสินธุ์,1444033,1426292,529582,1463.2,16517.81,26.42,7.37,2559,ข้าว
ขอนแก่น,2340107,2260675,776938,1368.1,16517.81,26.42,7.37,2559,ข้าว
ชัยภูมิ,1557837,1452069,522761,1234.8,16517.81,26.42,7.37,2559,ข้าว
นครราชสีมา,3485040,3264322,1161219,1090.1,16517.81,26.42,7.37,2559,ข้าว
สระบุรี,327596,323753,208129,0,16517.81,26.42,7.37,2559,ข้าว
ลพบุรี,704588,691254,382006,1123.1,16517.81,26.42,7.37,2559,ข้าว
สิงห์บุรี,287652,279882,191711,0,16517.81,26.42,7.37,2559,ข้าว
ชัยนาท,748298,731616,484306,1182.3,16517.81,26.42,7.37,2559,ข้าว
สุพรรณบุรี,1202932,1197904,871495,1090.9,16517.81,26.42,7.37,2559,ข้าว
อ่างทอง,316410,313488,206364,0,16517.81,26.42,7.37,2559,ข้าว
พระนครศรีอยุธยา,716290,707958,455831,1028.7,16517.81,26.42,7.37,2559,ข้าว
นนทบุรี,87806,87073,59791,0,16517.81,26.42,7.37,2559,ข้าว
กรงุเทพมหานคร,88886,88069,58231,2006.9,16517.81,26.42,7.37,2559,ข้าว
ปทุมธานี,311373,309279,218054,1027.5,16517.81,26.42,7.37,2559,ข้าว
นครนายก,355831,353140,200408,0,16517.81,26.42,7.37,2559,ข้าว
ปราจีนบุรี,398023,387253,166357,1662.5,16517.81,26.42,7.37,2559,ข้าว
ฉะเชิงเทรา,618953,610515,389587,1319.4,16517.81,26.42,7.37,2559,ข้าว
สระแก้ว,720898,612690,193868,1450.2,16517.81,26.42,7.37,2559,ข้าว
จันทบุรี,16845,16557,5976,3400.6,16517.81,26.42,7.37,2559,ข้าว
ตราด,16174,15735,6435,5669.6,16517.81,26.42,7.37,2559,ข้าว
ระยอง,15666,15505,7138,1308.5,16517.81,26.42,7.37,2559,ข้าว
ชลบุรี,71770,70452,34492,1463.2,16517.81,26.42,7.37,2559,ข้าว
สมุทรปราการ,18768,18659,14288,1463.2,16517.81,26.42,7.37,2559,ข้าว
สมุทรสาคร,6048,5978,4208,0,16517.81,26.42,7.37,2559,ข้าว
นครปฐม,321852,320525,232976,789.7,16517.81,26.42,7.37,2559,ข้าว
กาญจนบุรี,378076,373948,229006,1194.8,16517.81,26.42,7.37,2559,ข้าว
ราชบุรี,255225,252439,170125,1243.2,16517.81,26.42,7.37,2559,ข้าว
สมุทรสงคราม,2639,2634,1852,0,16517.81,26.42,7.37,2559,ข้าว
เพชรบุรี,289808,284861,197733,1133,16517.81,26.42,7.37,2559,ข้าว
ประจวบคีรีขันธ์,8577,8178,4192,1084,16517.81,26.42,7.37,2559,ข้าว
ชุมพร,3962,3957,1626,1778.2,16517.81,26.42,7.37,2559,ข้าว
ระนอง,664,656,216,4924.9,16517.81,26.42,7.37,2559,ข้าว
สุราษฎร์ธานี,5835,5496,2229,1447.2,16517.81,26.42,7.37,2559,ข้าว
พังงา,1977,1961,616,0,16517.81,26.42,7.37,2559,ข้าว
ภูเก็ต,72,72,35,2536.5,16517.81,26.42,7.37,2559,ข้าว
กระบี่,5374,5313,1729,2536.5,16517.81,26.42,7.37,2559,ข้าว
ตรัง,12063,12028,4986,2559.8,16517.81,26.42,7.37,2559,ข้าว
นครศรีธรรมราช,220920,187584,87944,2448.9,16517.81,26.42,7.37,2559,ข้าว
พัทลุง,128984,116912,51563,2114.2,16517.81,26.42,7.37,2559,ข้าว
สงขลา,190242,155534,82898,2191.5,16517.81,26.42,7.37,2559,ข้าว
สตูล,21563,21563,8957,1940,16517.81,26.42,7.37,2559,ข้าว
ปัตตานี,99237,96593,37600,1781.4,16517.81,26.42,7.37,2559,ข้าว
ยะลา,18638,18342,6082,1715,16517.81,26.42,7.37,2559,ข้าว
นราธิวาส,47937,46575,17428,2726.2,16517.81,26.42,7.37,2559,ข้าว
เชียงราย,1208686,1140632,661539,2244.7,13699.45,29.01,7.98,2560,ข้าว
พะเยา,624180,599666,307144,1286,13699.45,29.01,7.98,2560,ข้าว
ลำปาง,431139,426847,225748,1511.6,13699.45,29.01,7.98,2560,ข้าว
ลำพูน,117550,115858,71880,1489.5,13699.45,29.01,7.98,2560,ข้าว
เชียงใหม่,438473,433838,267562,1419.6,13699.45,29.01,7.98,2560,ข้าว
แม่ฮ่องสอน,168139,163467,68504,1285,13699.45,29.01,7.98,2560,ข้าว
ตาก,278034,273499,116795,1402.7,13699.45,29.01,7.98,2560,ข้าว
กําแพงเพชร,1188620,1114976,673632,1863.8,13699.45,29.01,7.98,2560,ข้าว
สุโขทัย,1034748,896574,499245,1694.3,13699.45,29.01,7.98,2560,ข้าว
แพร่,293237,292096,163927,1411.9,13699.45,29.01,7.98,2560,ข้าว
น่าน,268199,266161,137518,1205.3,13699.45,29.01,7.98,2560,ข้าว
อุตรดิตถ์,568725,556242,334022,1552.1,13699.45,29.01,7.98,2560,ข้าว
พิษณุโลก,1337171,1227901,723701,1621.1,13699.45,29.01,7.98,2560,ข้าว
พิจิตร,1562694,1453351,876596,1542.7,13699.45,29.01,7.98,2560,ข้าว
นครสวรรค์,2257863,1962115,1182867,1760.5,13699.45,29.01,7.98,2560,ข้าว
อุทัยธานี,491865,477594,311759,0,13699.45,29.01,7.98,2560,ข้าว
เพชรบูรณ์,1059106,1046293,587071,1373.7,13699.45,29.01,7.98,2560,ข้าว
เลย,413850,402769,158714,1522,13699.45,29.01,7.98,2560,ข้าว
หนองบัวลำภู,647685,627990,217146,1608.2,13699.45,29.01,7.98,2560,ข้าว
อุดรธานี,1734452,1600668,615656,1860.2,13699.45,29.01,7.98,2560,ข้าว
หนองคาย,522224,507668,190222,2087.3,13699.45,29.01,7.98,2560,ข้าว
บึงกาฬ,480528,466743,147958,0,13699.45,29.01,7.98,2560,ข้าว
สกลนคร,2120975,1727322,603511,2422.9,13699.45,29.01,7.98,2560,ข้าว
นครพนม,1342161,1193357,441649,2663.9,13699.45,29.01,7.98,2560,ข้าว
มุกดาหาร,492127,458062,174579,2056.8,13699.45,29.01,7.98,2560,ข้าว
ยโสธร,1325697,1162554,413420,0,13699.45,29.01,7.98,2560,ข้าว
อํานาจเจริญ,971087,923609,324963,0,13699.45,29.01,7.98,2560,ข้าว
อุบลราชธานี,3898428,3756344,1313057,1794.9,13699.45,29.01,7.98,2560,ข้าว
ศรีสะเกษ,3000750,2781252,1016850,1663.4,13699.45,29.01,7.98,2560,ข้าว
สุรินทร์,3009967,2907781,1100917,1512,13699.45,29.01,7.98,2560,ข้าว
บุรีรัมย์,2742248,2557463,960005,1873.8,13699.45,29.01,7.98,2560,ข้าว
มหาสารคาม,2057752,1795034,639325,1890.8,13699.45,29.01,7.98,2560,ข้าว
ร้อยเอ็ด,3075165,2559916,972215,1759.1,13699.45,29.01,7.98,2560,ข้าว
กาฬสินธุ์,1442455,1257993,463041,1713.9,13699.45,29.01,7.98,2560,ข้าว
ขอนแก่น,2338159,2086468,715356,1426.6,13699.45,29.01,7.98,2560,ข้าว
ชัยภูมิ,1541640,1426790,529705,1135.9,13699.45,29.01,7.98,2560,ข้าว
นครราชสีมา,3479166,3293027,1191036,1652.8,13699.45,29.01,7.98,2560,ข้าว
สระบุรี,324051,322306,206325,0,13699.45,29.01,7.98,2560,ข้าว
ลพบุรี,736526,725879,400343,1282.4,13699.45,29.01,7.98,2560,ข้าว
สิงห์บุรี,325008,322482,225352,0,13699.45,29.01,7.98,2560,ข้าว
ชัยนาท,825925,819253,548266,1195.9,13699.45,29.01,7.98,2560,ข้าว
สุพรรณบุรี,1238409,1210535,893960,1357.9,13699.45,29.01,7.98,2560,ข้าว
อ่างทอง,352042,346382,230547,0,13699.45,29.01,7.98,2560,ข้าว
พระนครศรีอยุธยา,756260,753210,492522,1369.8,13699.45,29.01,7.98,2560,ข้าว
นนทบุรี,88206,88114,60722,0,13699.45,29.01,7.98,2560,ข้าว
กรงุเทพมหานคร,85263,84723,56983,2675.8,13699.45,29.01,7.98,2560,ข้าว
ปทุมธานี,311184,310356,223167,1575.8,13699.45,29.01,7.98,2560,ข้าว
นครนายก,366299,363825,208550,0,13699.45,29.01,7.98,2560,ข้าว
ปราจีนบุรี,401256,391461,169592,1895.3,13699.45,29.01,7.98,2560,ข้าว
ฉะเชิงเทรา,625415,611254,397801,1865.3,13699.45,29.01,7.98,2560,ข้าว
สระแก้ว,717968,656876,211182,1474.4,13699.45,29.01,7.98,2560,ข้าว
จันทบุรี,14045,13708,4884,3681.6,13699.45,29.01,7.98,2560,ข้าว
ตราด,15348,15302,6873,4530.6,13699.45,29.01,7.98,2560,ข้าว
ระยอง,11301,11078,5250,1659.2,13699.45,29.01,7.98,2560,ข้าว
ชลบุรี,70010,56955,27060,1462.6,13699.45,29.01,7.98,2560,ข้าว
สมุทรปราการ,20323,20259,15250,1650.9,13699.45,29.01,7.98,2560,ข้าว
สมุทรสาคร,5222,5202,3677,0,13699.45,29.01,7.98,2560,ข้าว
นครปฐม,309593,307415,227314,1228,13699.45,29.01,7.98,2560,ข้าว
กาญจนบุรี,376041,373687,230773,1230.5,13699.45,29.01,7.98,2560,ข้าว
ราชบุรี,244340,243669,165076,1207.9,13699.45,29.01,7.98,2560,ข้าว
สมุทรสงคราม,2040,2040,1444,0,13699.45,29.01,7.98,2560,ข้าว
เพชรบุรี,291157,287614,199285,1499.6,13699.45,29.01,7.98,2560,ข้าว
ประจวบคีรีขันธ์,9020,8633,4535,1474.5,13699.45,29.01,7.98,2560,ข้าว
ชุมพร,2940,2917,1263,2489,13699.45,29.01,7.98,2560,ข้าว
ระนอง,617,609,206,4692.8,13699.45,29.01,7.98,2560,ข้าว
สุราษฎร์ธานี,10093,10061,3758,1631.8,13699.45,29.01,7.98,2560,ข้าว
พังงา,2648,2631,843,0,13699.45,29.01,7.98,2560,ข้าว
ภูเก็ต,63,63,31,2766.4,13699.45,29.01,7.98,2560,ข้าว
กระบี่,5473,4495,1309,2711.2,13699.45,29.01,7.98,2560,ข้าว
ตรัง,10071,10071,4240,3221.6,13699.45,29.01,7.98,2560,ข้าว
นครศรีธรรมราช,199586,195659,92732,4478.3,13699.45,29.01,7.98,2560,ข้าว
พัทลุง,131759,119647,53031,3596.1,13699.45,29.01,7.98,2560,ข้าว
สงขลา,210104,176137,100990,3424.7,13699.45,29.01,7.98,2560,ข้าว
สตูล,20054,18589,7609,3039,13699.45,29.01,7.98,2560,ข้าว
ปัตตานี,68936,61269,26076,3093.8,13699.45,29.01,7.98,2560,ข้าว
ยะลา,21925,21639,7655,3667,13699.45,29.01,7.98,2560,ข้าว
นราธิวาส,49357,46842,19038,4802.4,13699.45,29.01,7.98,2560,ข้าว
เชียงราย,1249246,1232146,714114,1928.5,13821.24,31.13,7.97,2561,ข้าว
พะเยา,620411,614313,322992,1448.7,13821.24,31.13,7.97,2561,ข้าว
ลำปาง,434724,431796,228456,1170.2,13821.24,31.13,7.97,2561,ข้าว
ลำพูน,106621,106247,65244,1121.2,13821.24,31.13,7.97,2561,ข้าว
เชียงใหม่,462338,458229,273952,972.4,13821.24,31.13,7.97,2561,ข้าว
แม่ฮ่องสอน,182475,180597,75776,1169.1,13821.24,31.13,7.97,2561,ข้าว
ตาก,320947,317655,135859,926.7,13821.24,31.13,7.97,2561,ข้าว
กําแพงเพชร,1166918,1165656,689886,1129.6,13821.24,31.13,7.97,2561,ข้าว
สุโขทัย,1052055,993644,543793,880.1,13821.24,31.13,7.97,2561,ข้าว
แพร่,297947,296946,169824,1023.5,13821.24,31.13,7.97,2561,ข้าว
น่าน,276301,272523,141049,1064.8,13821.24,31.13,7.97,2561,ข้าว
อุตรดิตถ์,582374,534692,320584,1329.9,13821.24,31.13,7.97,2561,ข้าว
พิษณุโลก,1375939,1333796,773435,1140.2,13821.24,31.13,7.97,2561,ข้าว
พิจิตร,1706488,1698442,1041351,1054.4,13821.24,31.13,7.97,2561,ข้าว
นครสวรรค์,2399821,2390272,1425335,883.8,13821.24,31.13,7.97,2561,ข้าว
อุทัยธานี,514915,506070,325336,0,13821.24,31.13,7.97,2561,ข้าว
เพชรบูรณ์,1065458,1064325,600741,998.2,13821.24,31.13,7.97,2561,ข้าว
เลย,436492,432618,161594,1073.7,13821.24,31.13,7.97,2561,ข้าว
หนองบัวลำภู,656134,628603,208135,1308.7,13821.24,31.13,7.97,2561,ข้าว
อุดรธานี,1759560,1721157,627752,1423.7,13821.24,31.13,7.97,2561,ข้าว
หนองคาย,534607,490551,175597,1667.4,13821.24,31.13,7.97,2561,ข้าว
บึงกาฬ,484724,407529,123844,0,13821.24,31.13,7.97,2561,ข้าว
สกลนคร,2150825,2050387,709435,1560,13821.24,31.13,7.97,2561,ข้าว
นครพนม,1368192,1182611,413072,2666.9,13821.24,31.13,7.97,2561,ข้าว
มุกดาหาร,488421,467269,184418,1929,13821.24,31.13,7.97,2561,ข้าว
ยโสธร,1332068,1261915,459002,0,13821.24,31.13,7.97,2561,ข้าว
อํานาจเจริญ,984396,979608,353962,0,13821.24,31.13,7.97,2561,ข้าว
อุบลราชธานี,3924596,3812967,1382578,1731.6,13821.24,31.13,7.97,2561,ข้าว
ศรีสะเกษ,3006706,2840277,1034863,1435.6,13821.24,31.13,7.97,2561,ข้าว
สุรินทร์,3042244,2607326,979686,1125.1,13821.24,31.13,7.97,2561,ข้าว
บุรีรัมย์,2769234,1992820,674885,831.6,13821.24,31.13,7.97,2561,ข้าว
มหาสารคาม,2062177,1715062,598858,1225.1,13821.24,31.13,7.97,2561,ข้าว
ร้อยเอ็ด,3059709,2662576,939444,1224.6,13821.24,31.13,7.97,2561,ข้าว
กาฬสินธุ์,1470036,1424566,527097,1108.6,13821.24,31.13,7.97,2561,ข้าว
ขอนแก่น,2314227,1910807,618727,1304.8,13821.24,31.13,7.97,2561,ข้าว
ชัยภูมิ,1572444,1434930,524697,911.6,13821.24,31.13,7.97,2561,ข้าว
นครราชสีมา,3461389,2845451,1008611,962.3,13821.24,31.13,7.97,2561,ข้าว
สระบุรี,326159,324410,208506,0,13821.24,31.13,7.97,2561,ข้าว
ลพบุรี,749397,741304,404244,1281.4,13821.24,31.13,7.97,2561,ข้าว
สิงห์บุรี,333369,332281,241713,0,13821.24,31.13,7.97,2561,ข้าว
ชัยนาท,848728,842555,557946,791.7,13821.24,31.13,7.97,2561,ข้าว
สุพรรณบุรี,1198652,1189423,883259,863.2,13821.24,31.13,7.97,2561,ข้าว
อ่างทอง,361089,359575,241622,0,13821.24,31.13,7.97,2561,ข้าว
พระนครศรีอยุธยา,788275,786033,518775,1023.7,13821.24,31.13,7.97,2561,ข้าว
นนทบุรี,85539,85461,57667,0,13821.24,31.13,7.97,2561,ข้าว
กรงุเทพมหานคร,81142,80896,54205,1768.2,13821.24,31.13,7.97,2561,ข้าว
ปทุมธานี,299794,299279,213238,1475.4,13821.24,31.13,7.97,2561,ข้าว
